Name,ID,Is Active,City Insee Code,Address,Zip Code,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
Reconnect,2980,true,75111,15 rue de la Fontaine au Roi,75011,false,,1,,,,,,,,,,,,
MAISON DES ARTS ET DES LOISIRS DE TOUS,2982,true,77215,101 RUE DE PARIS,77220,false,,1,,,,,,,,,,,,
Marie-Curie,2983,true,91286,1 rue de la Plaine,91350,false,,2,,,,,,,,,,,,
Bibliothèque Robert Desnos,2984,true,93048,14 boulevard Rouget de Lisle,93100,false,,2,,,,,,,,,,,,
CCAS,2985,true,95527,40 AV CHARLES DE GAULLE,95700,false,,3,4,5,3,,,,,,2,,,
Maison de l'emploi Noisy-le-sec Bondy Romainville,2987,true,93053,9 RUE SAINT-JUST,93130,false,,2,,,,,,,,,,,,
Maison de l'emploi de Pantin/Bobigny/ Les Lilas/ Le Pré-Saint-Gervais,2988,true,93055,7-9 Rue de la Liberté,93500,false,,3,,,,,,,,,,,,
Maison de l'emploi de Bagnolet/Montreuil,2989,true,93006,94 Rue Lénine,93170,false,,4,,,,,,,,,,,,
Bibliothèque Jules Verne,2990,true,93055,73 Av. Edouard Vaillant,93500,false,,2,,,,,,,,,,,,
Bibliothèque Denis Diderot,2991,true,93010,23 Rue Roger Salengro,93140,false,Bondy,2,,,,,,,,,,,,
Médiathèque Roger Gouhier,2992,true,93053,3 Rue Jean Jaurès,93130,false,,4,,,,,,,,,,,,
Bibliothèque François Mitterand,2993,true,93061,46 Avenue Jean Jaurès,93310,false,,3,,,,,,,,,,,,
Bibliothèque André Malraux,2994,true,93045,35 place Charles de Gaulle,93260,false,,5,,,,,,,,,,,,
Bibliothèque Colonel Fabien,2995,true,93048,118 Av. du Colonel Fabien,93100,false,,1,,,,,,,,,,,,
Bibliothèque Daniel Renoult,2996,true,93048,22 Pl. le Morillon,93100,false,,1,,,,,,,,,,,,
CHU Babinksi,2997,true,94041,7 avenue de la république,94200,false,,1,,,,,,,,,,,,
Maison de tous,2998,true,78029,"51, rue du Belvédère",78410,false,,3,,,,,,,,,,,,
LA CONTREMARQUE,3000,true,93053,10 ALL CHAMPOLLION,93130,false,,2,,,,,,,,,,,,
CCAS de Saint-Brice-Sous-Forêt,3001,true,95539,14 RUE DE PARIS,95350,false,Saint-Brice-Sous-Forêt,4,25,102,8,3,51,1,,7,19,9,2,2
CPRPSNCF MARSEILLE,3002,true,13203,17 AV GENERAL LECLERC,13003,false,Marseille,6,14,7,,,,,,6,1,,,
CCAS de Sainte Rose,3004,true,97419,7 lot bois noir,97439,false,Sainte Rose,3,,,,,,,,,,,,
POLE NTIC ASSOCIATION WAR DOMAIN,3005,true,97415,231 BIS CHE VILLENTROY,97422,false,,4,,,,,,,,,,,,
MAIRIE DE PAMANDZI - Médiathèque,3007,true,97615,Rue de la Mairie 97615 Pamandzi,97615,false,Pamandzi,4,,,,,,,,,,,,
Mairie de Precy,3008,true,18120,13 place du 19 Mars 1962,18140,false,,1,,,,,,,,,,,,
Le Dôme,3009,true,28134,24 PL METEZEAU,28100,false,,0,,,,,,,,,,,,
Maison de Justice et du Droit de Bagnols sur Cèze,3010,true,30028,41 rue Marc Sangnier,30200,false,,1,,,,,,,,,,,,
Direction Départementale de Sécurité Publique de la Charente Maritime - Commissariat de La Rochelle,3011,true,17300,1 RUE DE LA MARNE,17000,false,,2,,,,,,,,,,,,
MJC CENTRE SOCIAL DE LA SOUTERRAINE,3012,true,23219,"27 rue de Lavaud, secteur famille",23300,false,,1,,,,,,,,,,,,
COMMUNE DE MALLERET,3013,true,23119,"2, LE BOURG",23260,false,Malleret,0,,,,,,,,,,,,
CCAS Martignas sur Jalle,3014,true,33422,1 place Charles de Gaulle,33127,false,,2,,,,,,,,,,,,
INSERTION EMPLOI BEARN ADOUR,3015,true,64405,PLACE DE LA TOUR,64160,false,,1,,,,,,,,,,,,
Agence postale communale de Saint-Sulpice-les-Champs,3016,true,23246,5 rue de la poste,23480,false,SAINT-SULPICE-LES-CHAMPS,2,1,10,,,,,,,,10,,
MAIRIE DE SAINT-BRICE SUR VIENNE,3017,true,87154,"1, place maisondieu",87200,false,,2,,,,,,,,,,,,
Mairie de Saint-Jean-Pied-de-Port,3018,true,64484,13 PL CHARLES DE GAULLE,64220,false,,2,,,,,,,,,,,,
La Fibre64,3019,true,64445,64 AV JEAN BIRAY,64000,false,,2,,,,,,,,,,,,
CCAS Saint-Jean-de-Luz,3020,true,64483,1 RUE AUGUSTIN CHAHO,64500,false,,6,3,,,,,,,,,,,
COMMUNE DE CELLETTES,3021,true,16069,1 RUE LA GROIE,16230,false,CELLETTES,1,,,,,,,,,,,,
FRANCE SERVICES LA POSTE SAINT-PIERRE-DU-MONT,3022,true,40281,280 RUE DE LA PROVENCE,40280,true,Saint Pierre du Mont,2,,,,,,,,,,,,
CYBERATLANTIS VILLE DE ROYAN,3023,true,17306,61 bis rue Paul Doumer,17200,false,,1,,,,,,,,,,,,
SDSEI Nive Nivelle,3024,true,64547,78 rue Hiribéhère,64480,false,,14,,,,,,,,,,,,
SDSEI Est béarn,3026,true,64417,8 cours Pasteur,64800,false,Nay,17,6,22,,,1,1,,8,3,,,9
Centre Socioculturel Michel Jubert,3027,true,60104,4 Rue Levavasseur 60120 Breteuil,60120,false,,3,,,,,,,,,,,,
Espace Valois Multien,3028,true,60005,1 RUE DE LA FRATERNITE,60620,false,,3,33,,,,,,,,,,,
Centre social L'Escale,3029,true,59063,8 RUE DE L'INDUSTRIE,59157,false,BEAUVOIS-EN-CAMBRESIS,3,,,,,,,,,,,,
MAIRIE DE PONTPOINT,3030,true,60509,984 RUE SAINT GERVAIS,60700,false,,1,1,,,,,,,,,,,
Centre Social Françoise Dolto,3031,true,59456,4 rue Estienne D'orves,59146,false,,2,,,,,,,,,,,,
FRANCE SERVICES ABBEVILLE,3033,true,80001,8 rue des Aubépines,80100,true,,2,,,,,,,,,,,,
Association PPH Hermitage Expérimentations,3034,true,60025,17 RUE DE L'HERMITAGE,60350,false,,2,,,,,,,,,,,,
Centre Social et Culturel Edouard Bantigny,3035,true,59331,"Rue Maurice Leblond, BP 50071",59550,false,LANDRECIES,2,,,,,,,,,,,,
Maison du Numérique Le Cateau,3036,true,59412,52 Rue Jean Jaures,59360,false,,2,1,,,,,,,,,,,
Centre social de la bourgogne,3037,true,59599,24 AV ROGER SALENGRO,59200,false,,1,,,,,,,,,,,,
Maison de Santé du Neuhof,3039,true,67482,2 A RUE DE BRANTOME,67100,false,Strasbourg,4,100,326,112,19,27,2,1,24,138,,3,
Union Départementale de la Confédération Syndycale des familles du Bas-Rhin,3040,true,67482,184 route du Polygone,67100,false,,3,,,,,,,,,,,,
Familles Rurales Vienne le Château et environs,3041,true,51341,64 rue de la croix,51800,false,,1,,,,,,,,,,,,
TRICOT COUTURE SERVICE,3043,true,54547,17 RUE DE BAVIERE,54500,false,,4,,,,,,,,,,,,
Gibert JANSEM,3044,true,57447,54 RUE DE LA CROIX ST JOSEPH,57155,false,,2,,,,,,,,,,,,
France Service Guénange,3045,true,57269,1 RUE MOZART,57310,true,Guénange,2,284,872,266,8,47,5,,66,84,104,259,33
Fédération départementale Familles Rurales de la Moselle,3047,true,57425,"5 RUE DES ETANGS

Lieu-dit LE COLOMBIER",57420,false,ANCY LES SOLGNE,2,,,,,,,,,,,,
PRESENCE HABITAT,3048,true,57463,13 RUE CLOTILDE AUBERTIN,57000,false,,0,,,,,,,,,,,,
FEDERATION MEDICO SOCIALE,3049,true,88160,31 chemin de cendrillon,88000,false,,0,,,,,,,,,,,,
COMMUNE DE LONNES,3050,true,16200,6 RUE DE LA MAIRIE,16230,false,,1,,,,,,,,,,,,
CCAS de la commune de Peyruis,3051,true,04149,PL DE L'HOTEL DE VILLE,04310,false,,4,,,,,,,,,,,,
ANNE PICAMILH,3052,true,78498,80 AVENUE FERNAND LEFEBVRE,78300,false,,1,,,,,,,,,,,,
Espace France Services Côte Landes Nature,3053,true,40075,364 avenue Jean-Noël Serret,40260,true,Castets,3,21,4,,,,,,1,,2,1,
Mairie de gréolières,3054,true,06041,5 rue de la mairie,06620,false,,1,,,,,,,,,,,,
Espace France Services,3055,true,44051,14 rue de la Garlais,44590,true,,1,,,,,,,,,,,,
APH LE POMMERET,3057,true,35196,51 rue de Montfort,35310,false,,8,3,1,,,1,,,,,,,
EPN BONNETABLE,3058,true,72189,"EPN MAROLLES LES BRAULTS – 7, place Henri Coutard - MAROLLES LES BRAULTS",72110,false,MAROLLES LES BRAULTS,3,,,,,,,,,,,,
EPN MAMERS - CDC MAINE SAOSNOIS,3059,true,72180,"22, boulevard Victor Hugo",72600,false,,1,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES MAINE SAOSNOIS,3060,true,72260,7 PL HENRI COUTARD,72260,false,,0,,,,,,,,,,,,
Mairie de Saint Lormel,3061,true,22048,1 Rue Saint Pierre,22130,false,,1,,,,,,,,,,,,
Maison France Services de Girancourt,3062,true,88126,130 Chemin des Mitroches,88390,true,,0,,,,,,,,,,,,
Centre Wilson,3063,true,55351,1 PL WILSON,55600,false,,3,2,2,,,,,,,2,,,
Médiathèque Epinal,3064,true,88160,48 rue saint-Michel,88000,false,Epinal,4,,,,,,,,,,,,
Réseau des bibliothèques de Nancy,3065,true,54395,10 rue Baron Louis,54000,false,,3,3,2,,,,,,,,2,,
Reconstruire Ensemble,3066,false,28229,2 AV DE BRETAGNE,28300,false,,5,,,,,,,,,,,,
ANERVEDEL,3067,true,28218,13 RUE DES TOURNEBALLETS,28110,false,,1,3,7,2,,4,,,,,,,1
Espace de Vie Sociale O'Quai 16 Rochepinard,3068,true,37261,16 jardin bouzignac,37000,false,,6,,,,,,,,,,,,
Maison pour Tous Centre Social des Fontaines,3069,true,37261,11 rue de Saussure,37200,false,,4,,,,,,,,,,,,
Mairie de BREZOLLES,3070,true,28059,1 RUE NOTRE DAME,28270,false,,1,,,,,,,,,,,,
France Services Lignières en Berry,3071,true,18127,2 Rue de la fonderie,18160,true,LIGNIERES,3,8,,,,,,,,,,,
Ville de Wingles,3072,true,62895,26 RUE JULES GUESDE,62410,false,,2,,,,,,,,,,,,
FRANCE SERVICES WALLERS-ARENBERG,3073,true,59632,Rue Michel RONDET,59135,true,,0,,,,,,,,,,,,
FRANCE SERVICES WERVICQ-SUD,3074,true,59656,19 PL DE L EUROPE,59117,true,,2,,,,,,,,,,,,
France Services Dunkerque Petite Synthe,3076,true,59183,3393 AV DE PETITE SYNTHE,59640,true,DUNKERQUE,2,,,,,,,,,,,,
Association LOU MERCAT,3077,true,81099,1 AV DU MARECHAL JUIN,81600,false,,3,,,,,,,,,,,,
mairie de saint-martory,3078,true,31314,122 avenue Norbert Casteret,31360,false,,1,,,,,,,,,,,,
CCAS Narbonne,3079,true,11262,29 RUE MAZZINI,11100,false,,5,,,,,,,,,,,,
France Services de Nogaro,3080,true,32296,8 Avenue Cassou de Herre,32110,true,NOGARO,2,96,423,12,,20,1,1,65,234,52,5,33
Conseil Départemental du Val-d'Oise - SSD,3081,true,95127,2 Avenue de la Palette,95032,false,Cergy-Pontoise,11,1,,,,,,,,,,,
DECLICS,3082,true,16015,"67, boulevard Besson Bey - Appartement 321",16000,false,,3,1,,,,,,,,,,,
"Médiathèque ""La mine des mots""",3083,true,13110,avenue René Cassin,13530,false,Trets,2,,,,,,,,,,,,
ADAM          AIDE AUX DEVOIRS ANIMATION DES MOULINS,3084,true,06088,4 RUE DE LA SANTOLINE,06200,false,NICE,1,,,,,,,,,,,,
Bureau Information Jeunesse de Londe-Les-Maures,3085,true,83071,Rue Aristide Perrin - Maison des Associations,83250,false,Londe-Les-Maures,1,,,,,,,,,,,,
ADAMAL SALON-DE-PROVENCE,3086,true,13103,89 BD ARISTIDE BRIAND,13300,false,SALON-DE-PROVENCE,3,,,,,,,,,,,,
Vers un tiers-lieu en pays d'Arles,3087,true,13004,"Maison publique de quartier de Trinquetaille, 4 Place Léopold Moulias",13200,false,Arles,0,,,,,,,,,,,,
CCAS   Commune de Maillane,3088,true,13052,PL DE L'EGLISE,13910,false,,1,,,,,,,,,,,,
Amitiés cité UDV,3089,true,83137,11 RUE ALEXIS AGARRAT,83200,false,,2,5,10,3,,,,,1,,3,,3
Maison Pour Tous / Centre social Bonneveine Vieille Chapelle,3090,true,13208,70 avenue André Zenatti,13008,false,Marseille,2,15,54,39,,,,,1,5,,,9
centre socioculturel de Royan,3091,true,17306,66 BD DE LA MARNE,17200,false,,1,,,,,,,,,,,,
Konexio Bordeaux,3092,true,33063,20 PL SAINT MARTIAL,33300,false,Bordeaux,2,,,,,,,,,,,,
Communauté de Communes Val de Charente,3093,true,16292,9 BD DES GRANDS ROCS,16700,false,,2,,,,,,,,,,,,
MAIRIE DE SOYAUX,3094,true,16374,235 AV DU GENERAL DE GAULLE,16800,false,SOYAUX,2,6,,,,,,,,,,,
Conseil Départemental d'Eure-et-Loir UC,3095,true,28085,1 place Châtelet 28028 Chartres,28028,false,Chartres,2,17,,,,,,,,,,,
Association Cordia,3096,true,75112,3 RUE SAINT NICOLAS,75012,false,,4,,,,,,,,,,,,
La Marmite,3097,true,93010,18 B AV LEON BLUM,93140,false,,4,,,,,,,,,,,,
Villa coeur de femmes,3098,true,75118,54 RUE DU RUISSEAU,75018,false,Paris,1,,,,,,,,,,,,
CCAS de Combs La Ville,3099,true,77122,ESP CHARLES DE GAULLE,77380,false,,3,8,38,1,,,,,1,3,,33,
Mairie,3100,true,95627,RUE ROBERT MACHY,95810,false,,1,,,,,,,,,,,,
MON ASSISTANT NUMERIQUE EVRY-SENART,3101,true,91228,2 SQ JEAN ALLEMANE,91000,false,,1,,,,,,,,,,,,
LA TABLE DE CANA,3102,true,92002,5bis avenue maurice ravel,92160,false,,1,,,,,,,,,,,,
SFM AD,3103,true,93072,7 RUE ALPHONSE DE LAMARTINE,93240,false,Stains,3,,,,,,,,,,,,
Konexio Paris,3104,true,75120,15 Rue de la Réunion,75020,false,Paris,6,,,,,,,,,,,,
Direction des Services à la Population et Action Sociale,3105,true,95563,52 RUE DU GENERAL LECLERC,95320,false,,2,,,,,,,,,,,,
COMMUNE DE CHAREIL-CINTRAT,3107,true,03112,31 RUE DE LA MAIRIE,03140,false,,1,,,,,,,,,,,,
Commune d'Echassières,3108,true,03295,16 rue Jouhet Duranthon,03330,false,,1,1,1,,,,,,,,1,,
CCAS YZEURE,3109,true,03321,Bâtiment Yzatis - Boulevard Jean Moulin,03400,false,,3,6,21,5,,6,,,2,,5,3,
CCAS Avermes,3110,true,03190,PLACE CLAUDE WORMSER,03000,false,,2,,,,,,,,,,,,
CCAS VARENNES SUR ALLIER,3111,true,03298,PL DE L HOTEL DE VILLE,03150,false,,1,,,,,,,,,,,,
France Services Saint-Germain-des-Fossés,3112,true,03236,Rue de Moulins,03260,true,,2,,,,,,,,,,,,
CCAS de Désertines,3113,true,03098,11 RUE JOLIOT CURIE,03630,false,,2,,,,,,,,,,,,
CCAS BELLERIVE SUR ALLIER,3114,true,03023,10 BIS ESPLANADE FRANCOIS-MITTERRAND,03700,false,,4,4,,,,,,,,,,,
CCAS DE GANNAT,3115,true,03118,14-16 ALL DES TILLEULS,03800,false,,2,15,74,,,48,,,5,17,,4,
TERRES DE DRUANCE,3116,true,14357,LE BOURG - LASSY,14770,false,,1,,,,,,,,,,,,
LEZARTS ET LES MOTS,3117,true,27061,133 RUE DE LA MARE DES IFS,27800,false,Berthouville,3,,,,,,,,,,,,
France-services Coutances,3118,true,50376,Square LEBRUN,50200,false,Coutances,5,,,,,,,,,,,,
POLE SERVICE A LA POPULATION,3121,true,50025,1 RUE DU GENERAL RUEL,50300,false,,1,,,,,,,,,,,,
Médiathèque Narcisse Dupré,3122,true,76321,3 PL DE L'HOTEL DE VILLE,76950,false,,1,,,,,,,,,,,,
Centre Socioculturel des Louvrais (Aquarel),3123,true,95500,2 Place de la Fraternité,95300,false,Pontoise,2,6,38,,2,1,,,,1,,34,
PIMMS MEDIATION77,3124,true,77288,16 RUE SAINT LIESNE,77000,false,,1,,,,,,,,,,,,
CCAS De Villiers le Bel,3125,true,95680,32 RUE DE LA REPUBLIQUE,95400,false,,5,,,,,,,,,,,,
Maison des Services - Direction des affaires scolaires et périscolaires,3126,true,95680,32 Bis rue Alexis Varagne,95400,false,,2,,,,,,,,,,,,
GRETA,3127,true,94017,126 AV ROGER SALENGRO,94500,false,,1,,,,,,,,,,,,
France Services du Plateau Briard,3128,true,94075,1 Rue de la Fontaine,94440,true,,2,,,,,,,,,,,,
France Services - La Ferté-Gaucher,3129,true,77182,6 rue Ernest Delbet,77320,true,La Ferté-Gaucher,3,4,4,2,,,,,,1,1,,
CSC Hissez Haut,3130,true,92050,6 RUE EUGENE VARLIN,92000,false,Nanterre,4,,,,,,,,,,,,
France services Sceaux,3131,true,92071,49 rue de Bagneux,92330,true,,4,,,,,,,,,,,,
VANDERLAB,3132,true,78123,470 AV VANDERBILT,78955,false,,1,,,,,,,,,,,,
ACCUEIL EMPLOI,3133,true,94046,137 B AV DU GENERAL LECLERC,94700,false,,2,,,,,,,,,,,,
IDEFHI / Centre François TRUFFAUT,3135,true,76157,38 RTE DE SAHURS,76380,false,Canteleu,2,,,,,,,,,,,,
FRANCE SERVICES SOURDEVAL,3136,true,50582,1 RUE DU GENERAL RUEL,50300,true,SOURDEVAL,2,,,,,,,,,,,,
FRANCE SERVICES NEUILLE PONT-PIERRE,3137,true,37021,18 AV DU GENERAL DE GAULLE,37360,true,,2,4,5,2,,1,,,,1,,1,
Communauté d'Agglomération de La Rochelle,3139,true,17300,6 RUE SAINT MICHEL,17000,false,,2,,,,,,,,,,,,
Pension de famille Pedro Meca,3140,true,75103,"58, rue du vertbois",75003,false,Paris,1,,,,,,,,,,,,
Centre Social l'Aiguier,3141,true,84133,60 Rue du Parc,84240,false,La Tour-d'Aigues,2,18,1,,,,,,,,1,,
CCAS DE MONTEUX,3142,true,84080,PL DES DROITS DE L'HOMME,84170,false,Monteux,2,,,,,,,,,,,,
Centre communal d'Action Sociale de Courthezon,3143,true,84039,3 B BD HENRI FABRE,84350,false,Courthezon,4,11,,,,,,,,,,,
CCAS DE MOUANS-SARTOUX,3144,true,06084,SQUARE DE LA POSTE,06370,false,Mouans-Sartoux,3,,,,,,,,,,,,
MFS Moustiers Sainte-Marie,3145,true,04135,"cite administrative
rue seigneur de la clue",04360,true,Moustiers-Sainte-Marie,2,,,,,,,,,,,,
Association AA92,3146,true,92078,"13 ALL SAINT EXUPERY

autre adresse : 
Yasmin FRIH
20 rue paul signac
Villeneuve la garenne",92390,false,Villeneuve-la-Garenne,2,,,,,,,,,,,,
CCAS Tarascon,3147,true,13108,AV PIERRE SEMARD,13150,false,Tarascon,4,,,,,,,,,,,,
Mairie d'ANNAY,3148,true,62033,PL ROGER SALENGRO,62880,false,Annay,2,,,,,,,,,,,,
Commune de MARSAC,3149,true,23124,6 RUE DE LA MAIRIE,23210,false,Marsac,1,,,,,,,,,,,,
Ré-Clé-Ré,3150,true,17051,5 B RUE DE LA BLANCHE,17580,false,Le Bois-Plage-en-Ré,1,,,,,,,,,,,,
Mairie de Sin le Noble,3151,true,59569,PL JEAN JAURES,59450,false,Sin le Noble,13,20,53,4,,,1,,14,1,5,26,2
Mission Locale du Nord Vienne,3152,true,86066,209 GR DE CHATEAUNEUF,86100,false,Châtellerault,2,,,,,,,,,,,,
COMMUNE DE CHASSENEUIL DU POITOU,3154,true,86062,RUE DU ONZE NOVEMBRE,86360,false,CHASSENEUIL DU POITOU,2,,,,,,,,,,,,
CCAS LA CROIX-VALMER,3155,true,83048,244 RUE DU 8 MAI 1945,83420,false,LA CROIX-VALMER,1,,,,,,,,,,,,
Le Kiosque,3156,true,30305,16 PL DE L EGLISE,30340,false,,3,1,,,,,,,,,,,
LO QUINQUET,3157,true,30200,3 RUE FERNAND DELIGNY,30170,false,,1,,,,,,,,,,,,
ALDP,3158,true,66136,9 RUE CAMILLE DESMOULINS,66000,false,,0,,,,,,,,,,,,
CCAS ESPACE VICTOR HUGO,3159,true,30133,2 ALL VICTOR HUGO,30240,false,,2,1,,,,,,,,,,,
France Services Vergèze,3160,true,30344,2 RUE DE LA REPUBLIQUE,30310,true,Vergèze,4,26,,,,,,,,,,,
Le relais de Cèze Cévennes,3161,true,30303,RTE D'UZES,30500,false,,6,1,,,,,,,,,,,
Eyne,3162,true,66167,CTRE MARTINET AVINGUDA CATALUNYA,66800,false,,1,,,,,,,,,,,,
CCAS LAVAUR,3163,true,81140,2 RUE DE L ABATTOIR,81500,false,LAVAUR,4,28,126,45,,45,,,5,20,,2,9
Mairie de Sainte-Colombe-de-la-Commanderie,3164,true,66210,3 carrer del Canigó,66300,false,,1,,,,,,,,,,,,
Mairie de Saint-Mamert-du-Gard,3165,true,30182,place de la mairie,30730,false,,1,,,,,,,,,,,,
CENTRE HOSPITALIER DE MILLAU,3166,true,12145,265 BD ACHILLE SOUQUES,12100,false,,6,,,,,,,,,,,,
Centre Social Martin-Martine et Guise (Mosaïk),3167,true,59122,2 RUE DE LONDRES,59400,false,,3,,,,,,,,,,,,
Centre Social et Culturel Jacques-Yves Cousteau,3168,true,62548,181 ALL DE LA DECOUVERTE,62730,false,,3,,,,,,,,,,,,
CCAS - Le Pouliguen,3169,true,44135,17 RUE JULES BENOIT,44510,false,LE POULIGUEN,3,6,4,1,,,,,,,3,,
Mairie de Corcoué sur Logne Espace de Vie Sociale,3170,true,44081,11 RUE LEJEUNE,44650,false,,3,5,,,,,,,,,,,
Médiathèque de Plouzané,3171,true,29212,"Centre culturel François Mitterrand, Place de la Mairie",29280,false,Plouzané,1,,,,,,,,,,,,
Mairie de Lanvénégen,3173,true,56131,14 RUE DE LA MAIRIE,56320,false,,2,,,,,,,,,,,,
Collectif Antiraciste de Corse Avà basta,3174,true,2B033,12 BD AUGUSTE GAUDIN,20200,false,Bastia,2,,,,,,,,,,,,
centre d'accueil pour demandeur d'Asile des Rives de l'Yonne,3175,true,89024,AV DE SAINT GEORGES,89000,false,,6,,,,,,,,,,,,
Mairie de Bellefond,3176,true,21462,7 rue des écoles,21490,false,,0,,,,,,,,,,,,
NOUVELLES VOIES Régions Est,3178,true,21231,4 BD DE VERDUN,21000,false,,2,,,,,,,,,,,,
Maison France Services d'Ars-sur-Moselle,3180,true,57032,"1, rue de l'Abbé Thouvenin",57130,true,,4,,,,,,,,,,,,
Mairie de Dampierre sur Moivre,3181,true,51574,1 GRANDE RUE,51240,false,,1,,,,,,,,,,,,
Fédération Familles Rurales des Ardennes,3182,true,08105,RUE PAULIN RICHIER,08000,false,,1,,,,,,,,,,,,
Espace France Services de BRUMATH,3183,true,67067,place Victor Fischer,67170,true,BRUMATH,2,1,,,,,,,,,,,
ASSOCIATION AUDACES'S,3184,true,57224,RUE USSON DU POITOU,57730,false,,2,,,,,,,,,,,,
Espace France Services de BISCHWILLER,3185,true,67046,"48, rue Clemenceau",67240,true,BISCHWILLER,5,29,31,,,,,,2,,23,6,
CCAS de Haguenau,3186,true,67180,1 place Charles de Gaulle,67500,false,,11,,,,,,,,,,,,
CCAS DE LA VILLE DE VITTEL,3187,true,88516,PLACE DE LA MARNE,88800,false,,3,,,,,,,,,,,,
Mairie de CHATEL-SAINT-GERMAIN,3188,true,57487,13 RUE JEANNE D ARC,57160,false,,1,1,7,2,,,,,4,,,1,
FORMA-ON,3189,true,08409,RUE DES ECOLES,08200,false,,6,,,,,,,,,,,,
Association Thierache Ardennaise Animation,3190,true,08254,MAIRIE,08290,false,Liart,2,,,,,,,,,,,,
Alméa Formations Interpro,3191,true,08105,129 AV CHARLES DE GAULLE,08000,false,Charleville-Mézières,2,,,,,,,,,,,,
VILLE DE JOINVILLE,3192,true,52250,PL DU GENERAL LECLERC,52300,false,,2,,,,,,,,,,,,
PIX'in,3193,true,08479,2 Bis route de montigny,08430,false,,2,3,,,,,,,,,,,
Mairie d'Ecluzelles,3194,true,28404,10 RUE ETIENNE,28500,false,,1,,,,,,,,,,,,
Mairie de Sorel-Moussel,3195,true,28377,13 PL DE LA MAIRIE,28260,false,,1,,,,,,,,,,,,
Commune de Garancières-en-Beauce,3196,true,28039,RLE DE LA MAIRIE,28700,false,,1,,,,,,,,,,,,
Commune de Villeneuve-Tolosane,3197,true,31157,4 RUE DE L HOTEL DE VILLE,31270,false,,1,,,,,,,,,,,,
CCAS de la ville d'Eysines,3198,true,33162,Hôtel de ville,33320,false,,3,,,,,,,,,,,,
France Services Monpazier,3199,true,24280,Place du Foirail Nord,24540,true,Monpazier,2,,,,,,,,,,,,
ALC PHIJ,3200,true,06152,18 RUE FREDERIC MISTRAL,06560,false,,12,20,64,14,,16,,,,2,,,32
Mairie d'Entre-Vignes - Agence postale communale,3201,true,34246,"159, AVENUE DE LA BOUVINE /SAINT-CHRISTOL",34400,false,Saint-Christol,1,,,,,,,,,,,,
Maison France Services Bellegarde,3202,true,30034,Hôtel de ville,30127,true,Bellegarde,2,,,,,,,,,,,,
CENTRE SOCIAL DU LAISSAGAIS,3203,true,12120,1 RUE DU FOIRAIL,12310,false,,2,,,,,,,,,,,,
Mairie de Nahuja,3204,true,66130,Plaça del Municipi,66340,false,,1,,,,,,,,,,,,
France Services de Juillan,3205,true,65235,34 B RUE MARECHAL FOCH,65290,true,,3,,,,,,,,,,,,
Communauté de Communes Pyrénées Catalanes,3206,true,66105,COL DE LA QUILLANE,66210,false,,3,12,17,3,,2,,,2,1,3,6,
Géronto 82,3207,true,82121,362 CHE DES OULES,82000,false,,2,,,,,,,,,,,,
Préfecture du Lot,3208,true,46042,PL JEAN JACQUES CHAPOU,46000,false,,2,,,,,,,,,,,,
la clede,3209,true,30007,8 AV MARCEL CACHIN,30100,false,,3,,,,,,,,,,,,
CCAS Saint-Denis-en-Val,3210,true,45274,60 RUE DE ST DENIS,45560,false,Saint-Denis-en-Val,2,3,2,,,,,,,,2,,
Commune de Chausseterre,3211,true,42061,43 route de la Croix de Tour,42430,false,,1,1,,,,,,,,,,,
Saint-Etienne Metropole,3212,true,42218,2 AV GRUNER,42000,false,,2,,,,,,,,,,,,
Centre Social des Pays du Guiers,3213,true,38412,CENTRE SOCIAL,38380,false,,2,,,,,,,,,,,,
Centre Social du Roussillonnais,3214,true,38003,16 AV JEAN JAURES,38150,false,,4,,,,,,,,,,,,
SAVS/SAMSAH AFIPH,3215,true,38185,15 RUE DES BERGERONNETTES,38100,false,,3,1,,,,,,,,,,,
GRENOBLE ALPES METROPOLE / DSPST / SERVICE SOCIAL DU TRAVAIL,3216,true,38185,3 RUE MALAKOFF,38000,false,,4,3,49,2,,,,,2,1,,44,
France Services,3217,true,88516,29 rue François Richard,88800,true,,2,,,,,,,,,,,,
France services CC HAUTE SARTHE ALPES MANCELLES,3218,true,72138,2 RUE ABBE LELIEVRE,72130,true,,4,1,1,,,,,,,1,,,
Médiathèque du val d'amour,3219,true,39502,14 rue Jules Grevy,39380,false,,3,,,,,,,,,,,,
ENVERGURE OUEST - SITE ANGERS,3220,true,49007,"12 allée François Mitterrand, 49000 Angers.",49100,false,ANGERS,14,,,,,,,,,,,,
Ty Colibri,3221,true,56260,10 PL HENRI AUFFRET,56000,false,,2,,,,,,,,,,,,
Association Steredenn,3222,true,22050,1 route de Dinard,22100,false,Dinan,5,,,,,,,,,,,,
