Name,ID,UUID,Is Active,City Insee Code,Address,Zip Code,Siret,France Services Label,City,Nombre d'aidants,Question 110 → Nombre D'usagers Uniques,Question 109 → Nombre De Demarche Par Structure,Question 99 → Nombre Demarche Argent,Question 107 → Nombre Demarche Etranger,Question 103 → Nombre Demarche Famille,Question 106 → Nombre Demarche Justice,Question 108 → Nombre Demarche Loisirs,Question 102 → Nombre Demarche Papier,Question 104 → Nombre Demarche Social,Question 105 → Nombre Demarche Transport,Question 113 → Nombre Demarche Travail,Question 114 → Nombre Demarche Logement
DPT de la Vienne - Territoire 3 MDS POITIERS,2850,f4d9136d-582a-4264-9b44-1c2a371f71ee,true,86194,9 rue Guillaume le Troubadour,86000,22860001100016.0,false,Poitiers,3,,,,,,,,,,,,
DPT de la Vienne - Territoire 1 MDS et MDSP Châtellerault,2851,90f9ee62-3bdf-422a-afa6-63f454f73a2b,true,86066,7 allée Victor de Saint Genis,86100,22860001100016.0,false,Chatellerault,4,,,,,,,,,,,,
MAIRIE DE HINX,2852,f9c71e05-3388-4fdd-889c-8f379d05f5c5,true,40202,51 ROUTE DE GAMARDE,40180,21400126500013.0,false,Narrosse,4,,,,,,,,,,,,
Seniors Actifs,2853,85b8f5c8-c30b-4292-887f-f88f6f76ba2f,true,17415,31 rue du Cormier,17100,26170019900118.0,false,Saintes,1,,,,,,,,,,,,
Agence Postale de La Nouaille,2854,feaadfc7-c4f6-46d7-86dc-a2c0ae1269f2,true,23079,7 Route de Millevaches,23500,21231440500011.0,false,Felletin,1,,,,,,,,,,,,
communauté de communes vienne et gartempe,2855,27245d71-0bc3-415c-baf4-c9f0661b26db,true,86170,6 RUE DANIEL CORMIER,86500,20007004300019.0,false,Moulismes,5,,,,,,,,,,,,
Centre SocioCulturel Grand Nord,2856,b5aef5f4-f93b-49ab-937a-5d21dcd16eb1,true,79191,1 PL DE STRASBOURG,79000,49080637900015.0,false,Niort,2,,,,,,,,,,,,
COMMUNAUTE DE COMMUNES DU PAYS DE VILLENEUVE EN ARMAGNAC LANDAIS,2857,2954310b-084f-4531-94c4-dfc8590e3b03,true,40331,7 RUE DE LA BIROLE,40190,24400077400079.0,false,Villeneuve De Marsan,2,,,,,,,,,,,,
ESPACE INTERCOMMUNAL DES SERVICES,2858,ff4bd01f-4ddb-42ac-9360-7692b6471d7b,true,72176,28 PLACE NEUVE,72800,20007311200019.0,false,Le Lude,2,,,,,,,,,,,,
Commune d'Aigondigné,2859,057c6f9b-bc96-42ce-bbf5-b47ca077e4f9,true,79185,PL DE LA MAIRIE,79370,20008463000017.0,false,Aigondigne,1,,,,,,,,,,,,
COMMUNE DE COURDEMANCHE,2860,d6e6a6ec-a6a6-41c4-8816-ab7b15c224ff,true,72143,9 RUE DU COLLEGE,72150,21720103700017.0,false,Le Grand Luce,0,,,,,,,,,,,,
UN-AUTRE-MONDE.COM,2861,79c258c9-e3f1-4bd0-9d95-be22c62b5693,true,17306,85 B BD CHAMPLAIN,17200,90004186400027.0,false,Royan,1,,,,,,,,,,,,
PRISME,2862,fd198c76-7928-498b-827e-d5962f9b6335,true,33019,16 RUE SAINT YVES,33980,89539702400012.0,false,Audenge,2,,,,,,,,,,,,
France Services Rion des Landes,2865,83b9c8c0-a821-4217-b0bb-db2deed564fe,true,64445,26 AV DES LILAS,64000,35600000030152.0,true,Rion Des Landes,1,,,,,,,,,,,,
Ville de Mulhouse,2867,49e83456-d21f-4e46-8a9a-62c18eaaf47b,true,68224,2 RUE PIERRE ET MARIE CURIE,68200,21680224900013.0,false,Mulhouse,13,6,24,1,,1,,,,22,,,
Conseil départemental des Ardennes - Service Orientation et Accompagnement vers l'Emploi,2868,221b3b10-87b6-47df-9a00-fde4f8ad02d5,true,08105,2 RUE LUCIEN HUBERT,08000,22080004900011.0,false,Charleville Mezieres,18,1,1,,,,,,,1,,,
Mairie de Cuvry,2869,9107d1f5-a34f-4771-924c-6759a0699cab,true,57146,RUE DES ECOLES,57420,21570162400052.0,false,Coin Les Cuvry,1,,,,,,,,,,,,
CSC LAVOISIER-BRUSTLEIN,2870,eb420ee2-e2ff-478a-bd83-8ade119f79db,true,68224,59 ALL GLUCK,68200,77895072500037.0,false,Mulhouse,5,,,,,,,,,,,,
mairie de CHATEAU-SALINS,2871,0449513d-fdc3-4d4d-a792-380ae5fdc1a1,true,57132,RUE DE NANCY,57170,21570132700011.0,false,Chateau Salins,1,,,,,,,,,,,,
Maison France Services - CIREY-SUR-VEZOUZE,2872,80f034b9-c8a7-4984-8a5a-cfeebdeefbb5,true,54129,10 Place Chevandier,54480,20006943300015.0,true,Cirey-Sur-Vezouze,3,4,7,,,,,,,2,,5,
Maison France Services - BADONVILLER,2873,371d848b-891a-4b8b-94f2-3d84c37fbc26,true,54423,1 Avenue du Colonel de la Horie,54540,20006943300015.0,true,Badonviller,3,6,13,3,,2,,,,,,5,3
Espace France services du Bassin de Pompey,2874,faf9c7e6-dc85-4d19-adde-fedf27d79d37,true,54430,RUE DES 4 ELEMENTS,54340,24540060100101.0,true,Pompey,3,,,,,,,,,,,,
SOUS-PREFECTURE DE MULHOUSE,2875,21b41378-5792-46b1-8e95-bc934ac75225,true,68224,"2 Pl. du Général de Gaulle,",68100,13002418500014.0,false,Mulhouse,1,,,,,,,,,,,,
MJC CS NOMADE,2876,e850c031-3084-4de3-b8ce-69507c05d80c,true,54547,8 RUE DE NORVEGE,54500,30754623400047.0,false,Vandoeuvre Les Nancy,1,,,,,,,,,,,,
Structure France Services de Freyming-Merlebach,2877,861b7794-eb7a-4584-b559-7d0455d1eff1,true,57240,42 RUE NICOLAS COLSON,57800,21570240800018.0,true,Freyming Merlebach,3,2,1,,,,,,,1,,,
France Services Lunéville,2878,f8194422-6781-4d98-a9fd-009d31a994db,true,54329,46 rue Ernest Bichat,54300,21540329600019.0,true,Luneville,4,,,,,,,,,,,,
Moselle Fibre,2883,a894d44f-92d2-4bf8-8dbd-281f467e603f,true,57616,28 LA TANNERIE,57070,20005205800050.0,false,Saint-Julien-Lès-Metz,6,,,,,,,,,,,,
PREFECTURE DU HAUT-RHIN,2884,ceea3afa-693f-4e9c-ba7e-aaae928519fe,true,68066,7 RUE BRUAT,68000,17680001900018.0,false,Colmar,2,,,,,,,,,,,,
La Passerelle des Talents,2885,89619359-61e6-4db0-b268-b6196bc377e9,true,68224,100 AV DE COLMAR,68100,80529095400033.0,false,Mulhouse,1,,,,,,,,,,,,
Réseau des médiathèques du Lunévillois,2886,dbc9facd-5231-4097-ac7e-2d8e81f45460,true,54329,4 Rue du Colonel Clarenthal,54300,20007032400013.0,false,Luneville,2,,,,,,,,,,,,
Maison France Services - BLÂMONT,2887,c2a7ff32-8514-483e-80b3-2fc654851027,true,54061,38 RUE DE LA VOISE,54450,20006943300015.0,true,Benamenil,2,7,,,,,,,,,,,
Centre de Formation et de Promotion des MFR du Grand Est,2888,943d6175-e06c-4ef0-8f8b-58a2de4f5f49,true,55051,9 rue Luc Dessante,55290,88003468100010.0,false,Biencourt Sur Orge,4,,,,,,,,,,,,
Fédération Départementale Familles Rurales de Meurthe et Moselle,2889,ff737dfc-0cc0-49c6-91a7-d67e60e72564,true,54274,12 RUE ABBE DEVAUX,54140,82955013600016.0,false,Jarville La Malgrange,1,,,,,,,,,,,,
Fédération départementale Familles Rurales de Haute-Marne,2890,90554255-0875-46de-b0a8-c31431091a29,true,52121,13 RUE VICTOR FOURCAULT,52000,78046594400038.0,false,Chaumont,2,,,,,,,,,,,,
MAISON FRANCE SERVICES CANET-EN-ROUSSILLON,2893,79b210ee-ac82-40c8-9918-03c220d44158,true,66037,1 RUE JEAN MERMOZ	66140	CANET-EN-ROUSSILLON,66140,26660037800027.0,true,Canet-En-Roussillon,3,,,,,,,,,,,,
LA POSTE GRANDRIEU,2894,99b359c4-0a1b-48da-bc71-bef38a495df5,true,48070,5060 PL SAINT MICHEL	48600	GRANDRIEU,48600,35600000014164.0,true,Grandrieu,2,1,,,,,,,,,,,
France Services Veauche,2895,3f6c9b90-7f26-4fc1-b77d-3cc6ee6c2281,true,42323,2 Rue Michel Laval 42340 Veauche,42340,20006589400012.0,true,Veauche,2,253,759,21,,7,,,25,18,111,555,22
Communauté de communes Lieuvin Pays d'Auge,2896,300c5407-7f9d-4ed1-8b6e-7490027b7b7b,true,27629,21 B RUE DE LISIEUX,27230,20006601700019.0,false,Thiberville,2,1,1,,,,,,1,,,,
EPN L@b Barenton,2897,f1162f35-2fd5-4e4b-9b24-682c65b150af,true,50029,46 Rue du presbytère,50720,20006942500011.0,false,Barenton,1,,,,,,,,,,,,
France service Barenton,2898,efb6fbc7-f77d-45e3-8fe0-d54856b053bc,true,50029,73 rue Pierre Crestey,50720,20006942500011.0,true,Barenton,0,,,,,,,,,,,,
France Services Saint-Hilaire-du-Harcouêt,2899,e6ab7faf-4b4b-4306-aa94-4ace63fd80de,true,50484,65 PLACE LOUIS DELAPORTE,50600,20006942500011.0,true,Saint-Hilaire-Du-Harcouêt,4,,,,,,,,,,,,
Espace France Services Campagne de caux,2900,4fa160b6-cae5-41f5-8521-9c5f4e436f39,true,76695,RTE DE BOLBEC,76110,24760050500041.0,true,Tocqueville Les Murs,3,156,555,,,47,,,32,27,4,445,
Mairie de NOGENT SUR MARNE,2901,21b554a4-80be-4104-aece-021321eb7810,true,94052,3 PLACE ROLAND NUNGESSER,94130,20005794100011.0,false,Nogent Sur Marne,1,,,,,,,,,,,,
Etablissement Public Territorial (EPT),2902,7fa521b2-0cf4-4a34-9917-a3a31d761ed3,true,94042,"1, place URANIE",94340,20005794100011.0,false,Joinville Le Pont,0,,,,,,,,,,,,
Etablissement Public Territorial (EPT) Paris Est Marne & Bois,2903,9a97a7f1-871c-49f9-81b3-e62c6dc82460,true,94042,"3, allée Edmée LHEUREUX",94340,20005794100011.0,false,Joinville Le Pont,0,,,,,,,,,,,,
Maison de quartier Val d'Argent Nord,2905,daf716bb-cf69-49b3-bbe8-d9c4a203e66d,true,95018,place de la commune de Paris,95100,21950018800012.0,false,Argenteuil,4,,,,,,,,,,,,
APAS-BTP SSI 5 JUVISY/MAISONS ALFORT,2907,bb95367a-a7d3-4675-b2cc-c0816cb8bc8a,true,91326,72 rue Jean Argeliès,91170,77568231300520.0,false,Juvisy-Sur-Orge,8,,,,,,,,,,,,
BALUCHON A TABLE CITOYENS,2908,6debd833-ff4e-48b6-8829-7ff772938d46,true,93063,37 RUE MADELEINE ODRU,93230,80746931700018.0,false,Romainville,2,,,,,,,,,,,,
Cité des Métiers de Saint Quentin en Yvelines,2909,3df9b291-0cff-4a0e-80ed-d7123fd38b8f,true,78621,Bât. FORCES - 1 RUE DES HETRES,78190,81516979200018.0,false,Trappes,2,,,,,,,,,,,,
CCAS,2910,faf21857-f381-4bef-8376-a4a1a0260f60,true,77108,Parc du Souvenir Emile Fouchard,77500,26770275100020.0,false,Chelles,0,,,,,,,,,,,,
Maison de quartier Orgemont,2911,7162c652-25ac-4e47-a8fb-2d1c8059f889,true,95018,239 route d'Enghien,95100,21950018800012.0,false,Argenteuil,1,1,,,,,,,,,,,
Maison de quartier Val d'Argent Sud,2912,f1200efd-abda-458c-b5a3-839a5d9c8074,true,95018,Boulevard du général Leclerc,95100,21950018800012.0,false,Argenteuil,4,,,,,,,,,,,,
CPH PSG,2913,b901b248-b50f-4e51-9502-abaffde69b96,true,93061,1 RUE J BAPTISTE CLEMENT,93310,77568497001572.0,false,Le Pre St Gervais,7,,,,,,,,,,,,
"service insertion, formation et accompagnement vers l'emploi",2914,f9164f82-ec73-4edc-bc9b-f761cd43de32,true,78335,5 AV DU PDT WILSON,78520,21780335200137.0,false,Limay,1,,,,,,,,,,,,
CCAS de Malakoff,2915,a56e2fcc-a506-4d14-9b49-e0007ef97cba,true,92046,1 Place du 11 novembre 1918,92240,26920043200012.0,false,Malakoff,3,,,,,,,,,,,,
ASSOCIATION NANGIS LUDE,2916,96f8d5b5-656a-4b5d-87e0-64b5423b7eb5,true,77327,18 PROM ERNEST CHAUVET,77370,44940611500021.0,false,Nangis,4,6,,,,,,,,,,,
CCAS,2917,e72f07be-772f-46c9-87a4-fb18404da58a,true,95351,place jean moulin,95380,26950106000017.0,false,Louvres,2,,,,,,,,,,,,
CCAS de Pontault-Combault,2918,1adcfbe5-290b-4585-bd70-4f15034a7442,true,77373,30 AV DES MARGUERITES,77340,26770893100048.0,false,Pontault Combault,8,41,201,13,,4,,,,83,,91,10
Association Familles Rurales Maclas,2919,96c36191-8756-4e57-80df-3c91414692b1,true,42272,27 Route de Saint-appolinard 42520 Maclas,42520,77631824800023.0,false,St Pierre De Boeuf,1,,,,,,,,,,,,
POLE DE SANTE INTERPROFESSIONNEL DE ST MARTIN D'HERES,2921,504173ed-29d5-4314-9598-6a9d9109935e,true,38421,22 RUE DE MALFANGEAT,38400,79208394100023.0,false,St Martin D Heres,1,,,,,,,,,,,,
ASSOCIATION FAMILLES RURALES ESTIVAREILLES,2922,2902f9a5-9821-4c0e-a1ce-e7f40b432df6,true,42192,MAIRIE,42380,32462220800019.0,false,Rozier Cotes D Aurec,2,,,,,,,,,,,,
France Services de Saint Mamet la salvetat,2924,bd5bb9f1-db85-4bfb-b951-bfc4a2173fb3,true,15163,5 RUE DES PLACETTES,15220,20006667800018.0,true,Roannes St Mary,3,,,,,,,,,,,,
France Services de Maurs,2925,f072b433-a18b-4071-b244-188afd930e98,true,15122,3 Place du 11 novembre,15600,20006667800018.0,true,Maurs,1,,,,,,,,,,,,
Fédération Départementale Familles Rurales Drôme,2926,4dcb75d0-1272-4297-8cea-c049cfd9056a,true,26362,14 PL ARTHUR RIMBAUD,26000,77947239800089.0,false,Valence,4,13,30,2,,4,,,8,7,,7,2
Mairie de Craponne,2927,5ddde6e0-7941-4c08-b7b0-81cd2d968c53,true,69154,1 place Charles de Gaulle,69290,21690069600016.0,false,CRAPONNE,2,,,,,,,,,,,,
Syndicat d'Energie et de e-communication de l'Ain,2928,c5c11d17-fc51-456d-93b6-202b6e9a27d3,true,01053,32 CRS DE VERDUN,01000,25010021100011.0,false,Bourg En Bresse,6,8,,,,,,,,,,,
FRANCE SERVICES LE MAYET DE MONTAGNE,2931,ea7c5d64-6a64-465d-a382-59f9b9262a2d,true,03165,26 RUE ROGER DEGOULANGE,03250,20007136300010.0,true,Le Mayet De Montagne,1,,,,,,,,,,,,
INJS de Chambery,2932,3103bca7-b625-4710-a39d-97340ae5340e,true,73087,33 RUE DE L EPINE,73160,18730002500017.0,false,Cognin,5,5,7,4,,2,,,,1,,,
Au Local,2934,0f7cdccd-e97f-424d-ac56-12ca4687b15c,true,17032,1 RUE DES RAMPOTS,17290,83444928200013.0,false,Ballon,0,1,,,,,,,,,,,
La poste Tende,2935,e97cd411-aded-403d-ab38-2b534e388d09,true,06163,107 avenue du 16 septembre 1947,06430,35600000054331.0,true,Tende,1,,,,,,,,,,,,
ATDEC,2936,1be49825-02b0-4b31-86c0-96066b01ecaa,true,44109,29 RUE ROMAIN ROLLAND,44100,83978245500019.0,false,Nantes,1,,,,,,,,,,,,
ASSOCIATION D'ANIMATION ET DE GESTION DU CENTRE SOCIAL DU BOIS DU CHATEAU,2937,644cf2a6-6f9e-42cf-b030-341260494749,true,56121,9 RUE JULES MASSENET,56100,37895260000013.0,false,Lorient,2,,,,,,,,,,,,
LA POSTE,2938,29a294f6-2dee-40f9-8851-da786ab9439a,true,72262,PL DE L HOTEL DE VILLE,72340,35600000035760.0,true,Loir En Vallee,3,,,,,,,,,,,,
Groupement Local Employeurs d'Agents de Médiation,2939,1105f044-9739-485e-aa30-e10d04e26808,true,53130,104 BD BRUNE,53000,40415225800038.0,false,Laval,0,,,,,,,,,,,,
MAIRIE DE QUIBERON,2940,b6b328eb-065b-4b58-b41d-5b2c1a8a3abd,true,56186,7 RUE DE VERDUN,56170,21560186500011.0,false,Quiberon,2,1,,,,,,,,,,,
POLE SOLIDARITES,2941,4f2d6ece-4f83-401f-bc5e-7713ccf5266b,true,44190,7 RUE DU PETIT ANJOU,44230,26440033400084.0,false,St Sebastien Sur Loire,2,2,,,,,,,,,,,
LES PEP ATLANTIQUE ANJOU,2942,5c0ba724-ca13-4dba-b0c5-a7f1fb58af22,true,44109,2 RUE DES RENARDS,44300,30486500900183.0,false,Nantes,2,,,,,,,,,,,,
"France services, CSI L'Atelier",2943,bf2a04ea-6309-46f7-b056-5334b7a65ac1,true,49298,5 RUE DE SAVENNIERES,49170,44459959100047.0,true,St Leger De Linieres,3,,,,,,,,,,,,
Fédération Familles Rurales Hérault,2944,78e1b684-a512-4d64-b6d0-716fcb368154,true,34172,"455, rue de l'Industrie - Parc Mure n°6",34070,34446376500109.0,false,Montpellier,1,,,,,,,,,,,,
SIVU LES PASSERELLES,2945,18e15265-d509-4b02-9a0e-b34dab37200a,true,11164,"BP 8 , 107 av de St Pons",11120,25110178800023.0,false,Ginestas,1,,,,,,,,,,,,
Mairie de Castéra-Verduzan,2946,6c08a7af-1112-4575-8bbe-8b624404527e,true,32083,PL ODILON LANNELONGUE,32410,21320083500014.0,false,Castera Verduzan,1,,,,,,,,,,,,
Maison Départementale de Proximité de Rieux-Volvestre,2948,4b1de685-935e-4fa6-88bf-f98b2ad2e67f,true,31455,13 place du Préau,31310,22310001700423.0,false,Rieux Volvestre,0,14,26,5,,7,,,4,8,,2,
Maison Départementale de Proximité du Fousseret,2949,73bc2780-a190-4687-9fb8-c9c2251eb90c,true,31476,87 route de Cazères,31430,22310001700423.0,false,St Elix Le Chateau,0,3,4,,,1,,,2,1,,,
CCAS de Roques,2950,af3dde12-043a-4f5f-a464-ec298ac11632,true,31433,1 PL JEAN JAURES,31120,26310565200014.0,false,Portet Sur Garonne,2,,,,,,,,,,,,
MAIRIE D'ISSUS,2951,fc7a4382-aa06-4be0-87ea-98b906ca065a,true,31048,1 place de la Maire,31450,21310240300010.0,false,Baziege,1,1,,,,,,,,,,,
Mairie de Bretigny,2952,686bdede-69b6-43e6-9b5b-bc22bf5de010,true,21462,2 RUE DE LA MAIRIE,21490,21210107500019.0,false,Norges La Ville,0,,,,,,,,,,,,
CCAS de CHAMPAGNOLE,2953,073b60df-b700-475c-a3eb-c6fd8e790bff,true,39300,PL CH DE GAULLE 3 SEPTEMBRE,39300,26390097900018.0,false,Lons Le Saunier,4,,,,,,,,,,,,
FRANCE SERVICES DE RANCY,2954,4a6c4c1b-8c52-49a2-b4a3-25eb0b8223a8,true,71359,780 route de Louhans,71290,21710365400018.0,true,Prety,1,,,,,,,,,,,,
COMMUNAUTÉ DE COMMUNES DE L'AILLANTAIS EN BOURGOGNE,2955,9f6f226e-5709-420c-ac19-71bc6a13cfd5,true,89003,9 RUE DES PERRIERES - AILLANT-SUR-THOLON,89110,24890052400039.0,false,Montholon,0,,,,,,,,,,,,
CCAS de RAMATUELLE,2956,2116ccaf-c374-4cdc-85bd-791a06b1dcde,true,83101,Hôtel de Ville - 60 bd du 8 ami 1945,83350,26830252800024.0,false,Ramatuelle,1,,,,,,,,,,,,
Espace Socioculturel Grand Ouest de Nevers,2957,5bf95132-f036-426e-bf69-f8d9fae4560c,true,58194,20 RUE HENRI FRAISOT,58000,89347411400012.0,false,Nevers,4,,,,,,,,,,,,
COMMUNE LES CROZETS,2958,9a75170a-f34b-4114-9cd9-f9d71a346b24,true,39333,1 AU VILLAGE,39260,21390184600013.0,false,Moirans En Montagne,1,1,,,,,,,,,,,
CCAS DE CAP D'AIL,2959,cc8b8b25-f975-4f9f-9c86-de80723af7b8,true,06032,62 B AV DU TROIS SEPTEMBRE,06320,26060033300017.0,false,Cap D Ail,1,3,,,,,,,,,,,
MAIRIE DE NEUILLY-CRIMOLOIS,2960,46b4afd4-1cef-41a6-814a-3ae9b4084581,true,21515,8 RUE GENERAL DE GAULLE,21800,20008802900018.0,false,Quetigny,3,2,1,,,,,,,,1,,
Mairie de Vernierfontaine,2961,c4e92f4f-423e-4fb5-9a8d-3ce5d27a42e6,true,25233,24 place Fontana,25580,21250605900014.0,false,Fallerans,1,,,,,,,,,,,,
MAIRIE DE SAINT-JEAN-DE-LOSNE,2962,3e79dd6d-707d-4820-b3b2-831224f0da44,true,21031,2 RUE DE LA LIBERTE,21170,21210554800011.0,false,Aubigny En Plaine,1,,,,,,,,,,,,
Maison France Services de Ruffey les Beaune,2963,f7c3bad4-0777-466a-b8ae-23e11f31137e,true,21054,"3, rue du chemin neuf",21200,21210534000013.0,true,Beaune,1,,,,,,,,,,,,
Mairie de SAINT-USAGE,2964,a2ac52b2-ee22-44e6-8f31-7adb9967c902,true,21577,2 PL DU 8 MAI 1945,21170,21210577900012.0,false,Saint-Usage,1,,,,,,,,,,,,
Fabrique Gare Numerique,2965,90686fc5-ecde-45e8-9e19-237841182511,true,84031,136 RUE DU VIEIL HOPITAL,84200,82917522300033.0,false,Carpentras,2,,,,,,,,,,,,
France Services du Russey,2966,984ec858-67bd-4aa4-9c1b-637aada33af1,true,25248,17 avenue de Lattre de Tassigny,25210,24250435500015.0,true,Les Fontenelles,3,34,157,,,21,,,2,3,,110,21
Mairie d'Arquian,2967,f993c3f7-bfd2-4687-94e6-266a2031cce3,true,58033,35 route de St-Amand,58310,21580012900011.0,false,Bitry,1,,,,,,,,,,,,
Mairie de Mouans-Sartoux,2968,248f9c06-4d92-4767-a7ea-c86c6d846a38,true,06084,PL DU GEN DE GAULLE,06370,26060043200017.0,false,Mouans Sartoux,1,,,,,,,,,,,,
MAIRIE D'ISOLA,2969,a1a27be9-d1d2-4857-b050-abd1c6b51793,true,06042,PL JEAN GAISSA,06420,21060073000019.0,false,Clans,1,,,,,,,,,,,,
France Services de La Charité sur Loire - Espace socio-culturel la pépinière,2970,fefce1a1-898d-4c40-98e1-e09c2d49edcc,true,58059,"2, rue de la Pépinière",58400,83022807800010.0,true,La Charité Sur Loire,5,,,,,,,,,,,,
Mairie de Plougastel-Daoulas,2971,a15024dd-efe8-4692-b328-aa557096f710,true,29189,1 PL JEAN FOURNIER,29470,21290189600010.0,false,Plougastel-Daoulas,1,,,,,,,,,,,,
France services- site de Ploumagoar,2973,14730aec-f2e7-4afb-adf7-fa4f519adffc,true,22225,1 PL DU 8 MAI 1945,22970,21220225300010.0,true,Ploumagoar,1,20,102,,,,,,,10,17,75,
Mairie de Pouligney-Lusans,2974,dfd663af-99d9-4eb7-9912-2d406344389c,true,25368,8 PL FONTAINE,25640,21250468200015.0,false,Marchaux Chaudefontaine,1,,,,,,,,,,,,
Mairie de Fuveau,2976,e67bf103-ac8a-4bf1-88fc-97d9e08b6647,true,13040,BD EMILE LOUBET,13710,21130040500019.0,false,Fuveau,4,3,2,2,,,,,,,,,
La Maison des Initiatives Sociales et Culturelles,2977,89a27774-b266-4d81-8dfd-fd63ee58fa23,true,83023,Rue des déportés,83170,44993384500033.0,false,Brignoles,2,,,,,,,,,,,,
Etablissement France Services de Caderousse,2978,fcf2ad09-efd9-4c9e-a638-b123465e4131,true,84027,cours Aristide Briand,84860,21840027300015.0,true,Caderousse,2,,,,,,,,,,,,
Banque Alimentaire,2979,3f7d5a85-46b6-4439-9bfc-4f4eec7914c7,true,31555,197 AV DE FRONTON,31200,33983901100048.0,false,Toulouse,1,,,,,,,,,,,,
Reconnect,2980,600a0aa4-e83d-41ec-ada0-ba56c0da4187,true,75111,15 rue de la Fontaine au Roi,75011,51141404700031.0,false,Paris 11,1,,,,,,,,,,,,
MAISON DES ARTS ET DES LOISIRS DE TOUS,2982,4f04589b-75ee-4812-8d5e-6b356d789777,true,77215,101 RUE DE PARIS,77220,32318058800036.0,false,Gretz Armainvilliers,1,,,,,,,,,,,,
Marie-Curie,2983,2427459f-22bf-438b-8acd-28eaa0bc1396,true,91286,1 rue de la Plaine,91350,21910286000018.0,false,Grigny,2,,,,,,,,,,,,
Bibliothèque Robert Desnos,2984,58515f05-ba25-46d0-81eb-93a9c61ee501,true,93048,14 boulevard Rouget de Lisle,93100,20005787500011.0,false,Montreuil,2,,,,,,,,,,,,
CCAS,2985,51b027a3-873f-41ee-8bc4-f0fca61ba126,true,95527,40 AV CHARLES DE GAULLE,95700,26950111000028.0,false,Roissy En France,3,4,5,3,,,,,,2,,,
Maison de l'emploi Noisy-le-sec Bondy Romainville,2987,12eb6857-9573-40c9-b560-96273e21b78e,true,93053,9 RUE SAINT-JUST,93130,20005787500011.0,false,Noisy Le Sec,2,,,,,,,,,,,,
Maison de l'emploi de Pantin/Bobigny/ Les Lilas/ Le Pré-Saint-Gervais,2988,445c7454-2dfe-4ef2-b8b6-ab2d540b86d0,true,93055,7-9 Rue de la Liberté,93500,20005787500011.0,false,Pantin,3,,,,,,,,,,,,
Maison de l'emploi de Bagnolet/Montreuil,2989,1a4482a5-b2e2-4ddf-94ea-8473ca289087,true,93006,94 Rue Lénine,93170,20005787500011.0,false,Bagnolet,4,,,,,,,,,,,,
Bibliothèque Jules Verne,2990,70676c13-6a8d-4f3a-937d-6d30eb0095b5,true,93055,73 Av. Edouard Vaillant,93500,20005787500011.0,false,Pantin,2,,,,,,,,,,,,
Bibliothèque Denis Diderot,2991,f9390e5e-44f7-449e-be5e-b80bc794aa45,true,93010,23 Rue Roger Salengro,93140,20005787500011.0,false,Bondy,2,,,,,,,,,,,,
Médiathèque Roger Gouhier,2992,25b1d0f3-a803-4da5-8dc6-2609c7f611a3,true,93053,3 Rue Jean Jaurès,93130,20005787500011.0,false,Noisy Le Sec,4,,,,,,,,,,,,
Bibliothèque François Mitterand,2993,7d9a8ef1-cae0-45eb-8d94-b74b82cf8a3a,true,93061,46 Avenue Jean Jaurès,93310,20005787500011.0,false,Le Pre St Gervais,3,,,,,,,,,,,,
Bibliothèque André Malraux,2994,3e8f17dd-8944-4b69-8235-6e6cabc9535f,true,93045,35 place Charles de Gaulle,93260,20005787500011.0,false,Les Lilas,5,,,,,,,,,,,,
Bibliothèque Colonel Fabien,2995,3d2b8a2f-11ca-47b6-828e-0dfb454976e4,true,93048,118 Av. du Colonel Fabien,93100,20005787500011.0,false,Montreuil,1,,,,,,,,,,,,
Bibliothèque Daniel Renoult,2996,1ac4eaf0-24e5-4085-804d-56918ef4a88a,true,93048,22 Pl. le Morillon,93100,20005787500011.0,false,Montreuil,1,,,,,,,,,,,,
CHU Babinksi,2997,313b7503-a238-4865-833c-55a97f207bd1,true,94041,7 avenue de la république,94200,18750901300012.0,false,Ivry Sur Seine,1,,,,,,,,,,,,
Maison de tous,2998,ed7f8fec-fde1-4013-b112-18acc2e42d10,true,78029,"51, rue du Belvédère",78410,21780029100015.0,false,Aubergenville,3,,,,,,,,,,,,
LA CONTREMARQUE,3000,545eb536-4dfa-4a85-986b-08733798b940,true,93053,10 ALL CHAMPOLLION,93130,39989336100010.0,false,Noisy Le Sec,2,,,,,,,,,,,,
CCAS de Saint-Brice-Sous-Forêt,3001,c7733c5c-f6f6-48ae-a0f9-6937cf7be6dd,true,95539,14 RUE DE PARIS,95350,26950121900019.0,false,Saint-Brice-Sous-Forêt,4,26,105,9,3,53,1,,7,19,9,2,2
CPRPSNCF MARSEILLE,3002,b9196a1b-5636-440b-9cea-a30b466e2630,true,13203,17 AV GENERAL LECLERC,13003,34124612200020.0,false,Marseille,6,14,7,,,,,,6,1,,,
CCAS de Sainte Rose,3004,73c7c505-35a2-446a-8ead-c540217e81b6,true,97419,7 lot bois noir,97439,26974019700018.0,false,Sainte Rose,3,1,2,,,1,,,,1,,,
POLE NTIC ASSOCIATION WAR DOMAIN,3005,7a3c8809-2f3e-416e-82d4-784d2c43ae2b,true,97415,231 BIS CHE VILLENTROY,97422,40537527000015.0,false,St Paul,3,,,,,,,,,,,,
